# match log for nfl2k5_retail_team_history.csv (nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0)
# players with game seasons: 1325; exact: 835; last name + DOB: 313; ambiguous: 5; none: 172
# season rows: 5068 of 5867 have a team; per year: 1982: 1/1, 1983: 1/1, 1984: 1/1, 1985: 3/3, 1986: 4/4, 1987: 6/7, 1988: 10/12, 1989: 11/12, 1990: 15/17, 1991: 27/29, 1992: 40/44, 1993: 59/70, 1994: 94/109, 1995: 142/163, 1996: 216/243, 1997: 291/327, 1998: 376/421, 1999: 459/531, 2000: 580/678, 2001: 751/876, 2002: 929/1076, 2003: 1052/1242
   0 Duane Starks 1974-05-23: exact 00-0015577; covered [1998, 1999, 2000, 2001, 2002]; missing []
1093 Rich Gannon 1966-01-20: fallback_dob 00-0005739; covered [1990, 1991, 1992, 1993]; missing [1987, 1988, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1094 Kerry Collins 1972-12-30: exact 00-0003292; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1095 Marques Tuiasosopo 1979-03-22: exact 00-0020405; covered [2001, 2002, 2003]; missing []
1096 Derrick Gibson 1979-03-22: exact 00-0020418; covered [2001, 2002, 2003]; missing []
1101 Doug Jolley 1979-01-02: exact 00-0021183; covered [2002, 2003]; missing []
1102 Roland Williams 1975-04-27: exact 00-0017924; covered [2001, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))']
1103 Teyo Johnson 1981-11-29: exact 00-0022051; covered [2003]; missing []
1104 Tim Brown 1966-07-22: fallback_dob 00-0002058; covered [1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1105 Jerry Rice 1962-10-13: exact 00-0013639; covered [1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1106 Jerry Porter 1978-07-14: exact 00-0019703; covered [2000, 2001, 2002, 2003]; missing []
1107 Doug Gabriel 1980-08-27: fallback_dob 00-0022102; covered [2003]; missing []
1113 Sheldon Brown 1979-03-19: exact 00-0021186; covered [2002, 2003]; missing []
1114 Lito Sheppard 1981-04-08: exact 00-0021157; covered [2002, 2003]; missing []
1117 Roderick Hood 1981-10-03: exact 00-0021503; covered [2003]; missing []
1118 Ndukwe Kalu 1975-08-03: exact 00-0009001; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1119 Jevon Kearse 1976-09-03: exact 00-0009056; covered [1999, 2000, 2001, 2002, 2003]; missing []
1120 Derrick Burgess 1978-08-12: exact 00-0020504; covered [2002]; missing [2003]
1121 Jerome McDougle 1978-12-15: exact 00-0022163; covered [2003]; missing []
1122 Corey Simon 1977-03-02: exact 00-0019694; covered [2000, 2001, 2002, 2003]; missing []
1123 Darwin Walker 1977-06-15: exact 00-0019459; covered [2000, 2001, 2002, 2003]; missing []
1124 Sam Rayburn 1980-10-20: exact 00-0021514; covered [2003]; missing []
1125 Jon Ritchie 1974-09-04: exact 00-0013773; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1127 Brian Dawkins 1973-10-13: exact 00-0004073; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1134 Brian Westbrook 1979-09-02: exact 00-0021216; covered [2002, 2003]; missing []
1135 Correll Buckhalter 1978-10-06: exact 00-0020270; covered [2001, 2003]; missing []
1136 Reno Mahe 1980-06-03: fallback_dob 00-0021509; covered [2003]; missing []
1138 Mark Simoneau 1977-01-16: exact 00-0018957; covered [2000, 2001, 2002, 2003]; missing []
1139 Ike Reese 1973-10-16: fallback_dob 00-0013535; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1140 David Akers 1974-12-09: exact 00-0000108; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1141 Dhani Jones 1978-02-22: exact 00-0019635; covered [2001, 2002, 2003]; missing []
1142 Nate Wayne 1975-01-12: fallback_dob 00-0017340; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1143 Justin Ena 1979-11-20: none; seasons [2002, 2003]
1144 Keith Adams 1979-11-22: exact 00-0020488; covered [2001, 2002, 2003]; missing []
1145 Dirk Johnson 1975-06-01: exact 00-0008484; covered [2002, 2003]; missing []
1146 Donovan McNabb 1976-01-25: none; seasons [1999, 2000, 2001, 2002, 2003]
1147 Koy Detmer 1973-07-05: exact 00-0004229; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1148 Jeff Blake 1970-12-04: fallback_dob 00-0001335; covered [1992, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1150 Michael Lewis 1980-04-29: exact 00-0021185; covered [2002, 2003]; missing []
1151 Quintin Mikell 1980-09-16: exact 00-0021512; covered [2003]; missing []
1155 Chad Lewis 1971-10-05: exact 00-0009842; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1156 L.J. Smith 1980-05-13: fallback_dob 00-0022126; covered [2003]; missing []
1157 Mike Bartrum 1970-06-23: fallback_dob 00-0000849; covered [1993, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1158 Terrell Owens 1973-12-07: exact 00-0012478; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1159 Todd Pinkston 1977-04-23: fallback_dob 00-0019606; covered [2000, 2001, 2002, 2003]; missing []
1160 Freddie Mitchell 1978-11-28: exact 00-0020497; covered [2001, 2002, 2003]; missing []
1161 Greg Lewis 1980-02-12: fallback_dob 00-0021508; covered [2003]; missing []
1162 Sean Morey 1976-02-26: exact 00-0011641; covered [1999, 2003]; missing [2000]
1163 Billy McMullen 1980-03-08: fallback_dob 00-0022135; covered [2003]; missing []
1166 Chad Scott 1974-09-06: exact 00-0014539; covered [1997, 1999, 2000, 2001, 2002, 2003]; missing []
1167 Deshea Townsend 1975-09-08: fallback_dob 00-0016577; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1169 Ike Taylor 1980-05-05: fallback_dob 00-0021891; covered [2003]; missing []
1170 Chidi Iwuoma 1978-02-19: exact 00-0020082; covered [2001, 2002, 2003]; missing []
1171 Terry Fair 1976-07-20: fallback_dob 00-0005044; covered [1999, 2000, 2001, 2002]; missing []
1172 Aaron Smith 1976-04-09: none; seasons [1999, 2000, 2001, 2002, 2003]
1173 Kimo von Oelhoffen 1971-01-30: exact 00-0016956; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1174 Travis Kirschke 1974-09-06: exact 00-0009305; covered [1997, 1999, 2000, 2001, 2002, 2003]; missing []
1178 Casey Hampton 1977-09-03: exact 00-0020426; covered [2001, 2002, 2003]; missing []
1180 Dan Kreider 1977-03-11: exact 00-0019135; covered [2000, 2001, 2002, 2003]; missing []
1181 Verron Haynes 1979-02-17: exact 00-0021279; covered [2002, 2003]; missing []
1182 Mike Logan 1974-09-15: fallback_dob 00-0010031; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1183 Chris Hope 1980-09-29: fallback_dob 00-0021219; covered [2002, 2003]; missing []
1187 Duce Staley 1975-02-27: exact 00-0015523; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1188 Jerome Bettis 1972-02-16: exact 00-0001215; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1189 Kendrell Bell 1978-07-02: none; seasons [2001, 2002, 2003]
1190 James Farrior 1975-01-06: exact 00-0005082; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1191 Clint Kriewaldt 1976-03-17: none; seasons [1999, 2000, 2001, 2002, 2003]
1192 Jeff Reed 1979-04-09: fallback_dob 00-0020737; covered [2002, 2003]; missing []
1193 Clark Haggans 1977-01-10: exact 00-0019538; covered [2000, 2001, 2002, 2003]; missing []
1194 Joey Porter 1977-03-22: exact 00-0013126; covered [1999, 2000, 2001, 2002, 2003]; missing []
1196 Chris Gardocki 1970-02-07: fallback_dob 00-0005771; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1197 Tommy Maddox 1971-09-02: ambiguous; seasons [1992, 1993, 1994, 1995, 2001, 2002, 2003]
1199 Charlie Batch 1974-12-05: fallback_dob 00-0000865; covered [1998, 1999, 2000, 2001, 2003]; missing []
1201 Troy Polamalu 1981-04-19: exact 00-0022119; covered [2003]; missing []
1208 Jerame Tuman 1976-03-24: exact 00-0016677; covered [1999, 2000, 2001, 2002, 2003]; missing []
1209 Jay Riemersma 1973-05-17: fallback_dob 00-0013728; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1211 Plaxico Burress 1977-08-12: exact 00-0019642; covered [2000, 2001, 2002, 2003]; missing []
1212 Hines Ward 1976-03-08: exact 00-0017162; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1213 Antwaan Randle El 1979-08-17: exact 00-0021190; covered [2002, 2003]; missing []
1214 Lee Mays 1978-09-18: exact 00-0021309; covered [2002, 2003]; missing []
1215 Chris Doering 1973-05-19: fallback_dob 00-0004386; covered [1996, 1997, 1999, 2002, 2003]; missing []
1218 Mike Schneck 1977-08-04: fallback_dob 00-0018926; covered [2000, 2001, 2002, 2003]; missing []
1219 Jerametrius Butler 1978-11-28: exact 00-0020354; covered [2001, 2002, 2003]; missing []
1220 Travis Fisher 1979-09-12: exact 00-0021083; covered [2002, 2003]; missing []
1221 DeJuan Groce 1980-02-17: exact 00-0022007; covered [2003]; missing []
1222 Kevin Garrett 1980-07-29: exact 00-0022023; covered [2003]; missing []
1223 Leonard Little 1974-10-19: exact 00-0009978; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1224 Tyoka Jackson 1971-11-22: exact 00-0008202; covered [1994, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1225 Sean Moran 1973-06-05: exact 00-0011634; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1226 Erik Flowers 1978-03-01: exact 00-0019697; covered [2000, 2001, 2002, 2003]; missing []
1227 Bryce Fisher 1977-05-12: exact 00-0005243; covered [2001, 2002, 2003]; missing []
1230 Ryan Pickett 1979-10-08: exact 00-0020515; covered [2001, 2002, 2003]; missing []
1231 Damione Lewis 1978-03-01: exact 00-0020491; covered [2001, 2002, 2003]; missing []
1233 Jimmy Kennedy 1979-11-15: exact 00-0022155; covered [2003]; missing []
1234 Joey Goodspeed 1978-02-22: exact 00-0019134; covered [2002, 2003]; missing []
1235 Chris Massey 1979-08-21: fallback_dob 00-0021345; covered [2002, 2003]; missing []
1236 Arlen Harris 1980-04-22: exact 00-0021750; covered [2003]; missing []
1237 Aeneas Williams 1968-01-29: exact 00-0017710; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1238 Shane Walton 1979-10-09: exact 00-0022022; covered [2003]; missing []
1242 Marshall Faulk 1973-02-26: exact 00-0005092; covered [1994, 1995, 1996, 1997, 1998, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1243 Lamar Gordon 1980-01-07: exact 00-0021209; covered [2002, 2003]; missing []
1245 Robert Thomas 1980-07-17: exact 00-0021162; covered [2002]; missing []
1246 Brandon Spoon 1978-07-05: fallback_dob 00-0020323; covered []; missing [2002]
1247 Jeff Wilkins 1972-04-19: fallback_dob 00-0017693; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1248 Pisa Tinoisamoa 1981-07-15: exact 00-0022050; covered [2003]; missing []
1249 Tommy Polley 1978-01-11: none; seasons [2001, 2002, 2003]
1250 Jeremy Loyd 1980-07-30: exact 00-0021608; covered [2003]; missing []
1253 Sean Landeta 1962-01-06: exact 00-0009584; covered [1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1254 Marc Bulger 1977-04-05: exact 00-0019599; covered [2001, 2002, 2003]; missing []
1255 Chris Chandler 1965-10-12: fallback_dob 00-0002876; covered [1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1257 Adam Archuleta 1977-11-27: exact 00-0020521; covered [2001, 2002, 2003]; missing []
1258 Rich Coady 1976-01-26: fallback_dob 00-0003139; covered [1999, 2000, 2001, 2002, 2003]; missing []
1263 Brandon Manumaleuna 1980-01-04: exact 00-0020342; covered [2002, 2003]; missing []; unmapped ['2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1265 Torry Holt 1976-06-05: exact 00-0007681; covered [2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1266 Isaac Bruce 1972-11-10: exact 00-0002099; covered [1994, 1995, 1996, 1997, 1998, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
1267 Dane Looker 1976-05-05: exact 00-0019242; covered [2002, 2003]; missing []
1268 Mike Furrey 1977-05-12: none; seasons [2003]
1269 Shaun McDonald 1981-06-13: none; seasons [2003]
1270 Kevin Curtis 1978-07-17: exact 00-0022001; covered [2003]; missing []
1272 Quentin Jammer 1979-06-19: exact 00-0021381; covered [2002, 2003]; missing []
1273 Sammy Davis 1980-04-08: fallback_dob 00-0021991; covered [2003]; missing []
1274 Jamar Fletcher 1979-08-28: exact 00-0020460; covered [2001, 2002, 2003]; missing []
1275 Drayton Florence 1980-12-19: exact 00-0021994; covered [2003]; missing []
1276 Kevin House 1979-01-09: exact 00-0020732; covered [2002, 2003]; missing []
1277 Otis Leverette 1982-08-10: none; seasons [2001, 2002, 2003]
1278 Adrian Dingle 1977-06-25: exact 00-0004320; covered [2000, 2001, 2002, 2003]; missing []
1279 DeQuincy Scott 1978-03-05: exact 00-0020202; covered [2002, 2003]; missing []
1282 Jamal Williams 1976-04-28: exact 00-0017813; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1284 Jason Fisk 1972-09-04: exact 00-0005263; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1286 Lorenzo Neal 1980-07-27: none; seasons [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1287 Kwamie Lassiter 1978-12-07: none; seasons [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1288 Jerry Wilson 1973-07-17: exact 00-0018036; covered [1996, 1997, 1998, 1999, 2001, 2002]; missing []
1292 LaDainian Tomlinson 1979-06-23: exact 00-0020536; covered [2001, 2002, 2003]; missing []
1293 Jesse Chatman 1979-09-22: exact 00-0020820; covered [2002, 2003]; missing []
1294 Leon Johnson 1977-09-15: none; seasons [1997, 1998, 1999, 2000, 2001, 2002, 2003]
1295 Doug Chapman 1977-08-22: exact 00-0019712; covered [2000, 2001, 2002, 2003]; missing []
1297 Donnie Edwards 1973-04-06: fallback_dob 00-0004757; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1298 Randall Godfrey 1973-04-06: exact 00-0006063; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1299 Zeke Moreno 1981-04-19: none; seasons [2001, 2002, 2003]
1301 Ben Leber 1979-08-16: none; seasons [2002, 2003]
1302 Steve Foley 1975-09-11: exact 00-0005384; covered [1998, 1999, 2000, 2001, 2003]; missing []
1303 Stephen Cooper 1979-06-19: exact 00-0021544; covered [2003]; missing []
1305 Drew Brees 1979-01-15: exact 00-0020531; covered [2001, 2002, 2003]; missing []
1307 Doug Flutie 1962-10-23: fallback_dob 00-0005363; covered [1986, 1987, 1988, 1989, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1308 Terrence Kiel 1981-06-16: none; seasons [2003]
1309 Vernon Fox 1979-10-09: exact 00-0020824; covered [2002, 2003]; missing []
1314 Antonio Gates 1980-06-18: exact 00-0021547; covered [2003]; missing []
1315 Justin Peelle 1981-05-13: none; seasons [2002, 2003]
1316 Josh Norman 1979-03-04: none; seasons [2002, 2003]
1317 Kevin Dyson 1975-06-23: exact 00-0004694; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1318 Tim Dwight 1975-07-13: fallback_dob 00-0004673; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1319 Eric Parker 1979-03-15: none; seasons [2002, 2003]
1320 Reche Caldwell 1979-03-28: fallback_dob 00-0021176; covered [2002, 2003]; missing []
1323 David Binn 1972-02-06: exact 00-0001255; covered [1995, 1996, 1997, 1998]; missing []
1325 Ahmed Plummer 1976-03-26: exact 00-0019603; covered [2000, 2001, 2002, 2003]; missing []
1326 Mike Rumph 1979-11-08: fallback_dob 00-0021158; covered [2002, 2003]; missing []
1328 Jimmy Williams 1979-03-10: exact 00-0020327; covered [2001, 2002, 2003]; missing []
1329 Rashad Holman 1978-01-17: exact 00-0020454; covered [2001, 2002, 2003]; missing []
1330 John Engelberger 1976-10-18: exact 00-0019651; covered [2000, 2001, 2002, 2003]; missing []
1331 Andre Carter 1979-05-12: exact 00-0020489; covered [2001, 2002, 2003]; missing []
1332 Andrew Williams 1979-04-18: exact 00-0022053; covered [2003]; missing []
1333 Brandon Whiting 1976-07-30: exact 00-0017594; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1334 Anthony Adams 1980-08-18: none; seasons [2003]
1335 Bryant Young 1972-01-27: exact 00-0018405; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1336 Josh Shaw 1979-09-17: none; seasons [2003]
1338 Fred Beasley 1974-09-16: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1340 Terry Jackson 1976-01-10: fallback_dob 00-0008196; covered [1999, 2000, 2001, 2002]; missing []
1341 Ronnie Heard 1976-10-05: exact 00-0019070; covered [2000, 2001, 2002, 2003]; missing []
1345 Dwayne Ledford 1976-11-02: fallback_dob 00-0009735; covered [2001]; missing []
1346 Kevan Barlow 1979-01-07: exact 00-0020474; covered [2001, 2002, 2003]; missing []
1347 Jamal Robertson 1977-01-10: exact 00-0020587; covered [2002]; missing []
1349 Derek Smith 1975-01-18: exact 00-0015151; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1351 Todd Peterson 1970-02-04: fallback_dob 00-0012875; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1352 Julian Peterson 1978-07-28: exact 00-0019695; covered [2000, 2001, 2002, 2003]; missing []
1353 Jeff Ulbrich 1977-02-17: fallback_dob 00-0019586; covered [2000, 2001, 2002, 2003]; missing []
1354 Saleem Rasheed 1981-06-15: exact 00-0021195; covered [2002, 2003]; missing []
1355 Jamie Winborn 1979-05-14: exact 00-0020470; covered [2001, 2002, 2003]; missing []
1357 Tim Rattay 1977-03-15: fallback_dob 00-0019623; covered [2000, 2001, 2002, 2003]; missing []
1361 Tony Parrish 1975-11-23: exact 00-0012614; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1366 Eric Johnson 1979-09-15: exact 00-0020455; covered [2001, 2002]; missing []
1367 Aaron Walker 1980-03-14: exact 00-0022060; covered [2003]; missing []
1368 Brian Jennings 1976-10-14: exact 00-0019548; covered [2001, 2002, 2003]; missing []
1370 Brandon Lloyd 1981-07-15: none; seasons [2003]
1371 Curtis Conway 1971-03-13: none; seasons [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1373 Cedrick Wilson 1978-12-17: exact 00-0020452; covered [2001, 2002, 2003]; missing []
1374 Arnaz Battle 1980-02-22: exact 00-0022064; covered [2003]; missing []
1378 Marcus Trufant 1980-12-25: exact 00-0022046; covered [2003]; missing []
1379 Bobby Taylor 1973-12-28: fallback_dob 00-0016082; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1380 Ken Lucas 1979-01-23: exact 00-0020499; covered [2001, 2002, 2003]; missing []
1381 Kris Richard 1979-10-28: fallback_dob 00-0021210; covered [2002, 2003]; missing []
1382 Chike Okeafor 1976-03-27: fallback_dob 00-0012333; covered [1999, 2000, 2001, 2002, 2003]; missing []
1383 Grant Wistrom 1976-07-03: exact 00-0018131; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1384 Brandon Mitchell 1975-06-19: exact 00-0011398; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1385 Antonio Cochran 1976-06-21: exact 00-0003161; covered [1999, 2000, 2001, 2002, 2003]; missing []
1386 Anton Palepoi 1978-01-19: none; seasons [2002, 2003]
1387 Cedric Woodard 1977-09-05: exact 00-0019496; covered [2001, 2002, 2003]; missing []
1389 Rashad Moore 1979-03-16: fallback_dob 00-0021965; covered [2003]; missing []
1390 Rocky Bernard 1979-04-19: fallback_dob 00-0021261; covered [2002, 2003]; missing []
1392 Mack Strong 1971-09-11: exact 00-0015830; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1393 Heath Evans 1978-12-30: fallback_dob 00-0020507; covered [2001, 2002, 2003]; missing []
1394 Ken Hamlin 1981-01-20: exact 00-0022049; covered [2003]; missing []
1399 Shaun Alexander 1977-08-30: exact 00-0019647; covered [2000, 2001, 2002, 2003]; missing []
1400 Maurice Morris 1979-12-01: exact 00-0021182; covered [2002, 2003]; missing []
1401 Kerry Carter 1980-12-19: exact 00-0021747; covered [2003]; missing []
1402 Orlando Huff 1978-08-14: exact 00-0020360; covered [2001, 2002, 2003]; missing []
1403 Solomon Bates 1982-04-18: exact 00-0022058; covered [2003]; missing []
1405 Josh Brown 1979-04-29: fallback_dob 00-0021940; covered [2003]; missing []
1406 Anthony Simmons 1976-06-20: exact 00-0014889; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1407 Chad Brown 1970-07-12: fallback_dob 00-0001887; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1408 D.D. Lewis 1980-11-08: none; seasons [2003]
1409 Isaiah Kacyvenski 1977-10-03: exact 00-0019474; covered [2000, 2001, 2002, 2003]; missing []
1410 Tom Rouen 1968-06-09: fallback_dob 00-0014083; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1411 Matt Hasselbeck 1975-09-25: fallback_dob 00-0007091; covered [1999, 2000, 2001, 2002, 2003]; missing []
1412 Trent Dilfer 1972-03-13: exact 00-0004293; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1413 Brock Huard 1976-04-15: exact 00-0007834; covered [2000, 2001, 2003]; missing []
1416 Damien Robinson 1973-12-22: exact 00-0013850; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1417 Terreal Bierria 1980-10-11: none; seasons [2003]
1421 Itula Mili 1973-04-20: exact 00-0011224; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1422 Jerramy Stevens 1979-11-13: exact 00-0021159; covered [2002, 2003]; missing []
1423 Koren Robinson 1980-03-19: exact 00-0020490; covered [2001, 2002, 2003]; missing []
1424 Darrell Jackson 1978-12-06: exact 00-0019663; covered [2000, 2001, 2002, 2003]; missing []
1425 Bobby Engram 1973-01-07: fallback_dob 00-0004915; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1426 Alex Bannister 1979-04-23: fallback_dob 00-0020361; covered [2001, 2002, 2003]; missing []
1431 Ronde Barber 1975-04-07: ambiguous; seasons [1997, 1998, 1999, 2000, 2001, 2002, 2003]
1432 Brian Kelly 1976-01-14: exact 00-0009106; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1433 Mario Edwards 1975-12-01: exact 00-0019620; covered [2000, 2001, 2002, 2003]; missing []
1434 Corey Ivy 1977-03-29: none; seasons [2001, 2002, 2003]
1435 Tom Knight 1974-12-29: fallback_dob 00-0009360; covered [1997, 1998, 1999, 2000, 2001, 2003]; missing []
1436 Greg Spires 1974-08-12: exact 00-0015477; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1437 Simeon Rice 1974-02-24: exact 00-0013644; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1438 Dewayne White 1979-10-19: fallback_dob 00-0021997; covered [2003]; missing []
1439 Ellis Wyms 1979-04-12: exact 00-0020392; covered [2001, 2002, 2003]; missing []
1440 Anthony McFarland 1977-12-18: exact 00-0010840; covered [1999, 2000, 2001, 2002, 2003]; missing []
1441 Darrell Russell 1976-05-27: exact 00-0014185; covered [1997, 1998, 1999, 2000, 2001, 2003]; missing []
1442 Chartric Darby 1975-10-22: exact 00-0003888; covered [2001, 2002, 2003]; missing []
1443 Mike Alstott 1973-12-21: fallback_dob 00-0000251; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1444 Greg Comella 1975-07-09: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
1445 Dwight Smith 1978-08-13: exact 00-0020385; covered [2001, 2002, 2003]; missing []
1451 Charlie Garner 1972-02-13: fallback_dob 00-0005779; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1452 Michael Pittman 1975-08-14: exact 00-0013013; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1453 Brandon Bennett 1973-02-03: exact 00-0001098; covered [1998, 2000, 2001, 2002, 2003]; missing []
1454 Jamel White 1978-02-11: exact 00-0019057; covered [2000, 2001, 2002, 2003]; missing []
1455 Shelton Quarles 1971-09-11: exact 00-0013322; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1456 Keith Burns 1972-05-16: exact 00-0002312; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1457 Martin Gramatica 1975-11-27: exact 00-0006223; covered [1999, 2000, 2001, 2002, 2003]; missing []
1458 Ian Gold 1978-08-23: exact 00-0019652; covered [2000, 2001, 2002, 2003]; missing []
1459 Derrick Brooks 1973-04-18: exact 00-0001833; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1460 Ryan Nece 1979-02-24: exact 00-0020747; covered [2002, 2003]; missing []
1462 Josh Bidwell 1976-03-13: fallback_dob 00-0001231; covered [2000, 2001, 2002, 2003]; missing []
1463 Brad Johnson 1968-09-13: fallback_dob 00-0008442; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1464 Brian Griese 1975-03-18: exact 00-0006423; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1466 Jermaine Phillips 1979-03-27: exact 00-0021270; covered [2002, 2003]; missing []
